agro_ecological_zone,soil_ph,nitrogen_N,phosphorus_P,potassium_K,soil_moisture,soil_temp,ambient_temp,humidity,rainfall,altitude,soil_type
Wet,5.19,28.51,10.72,97.72,7.09,19.57,20.24,51.68,22.84,19.96,Red Yellow Podzolic
Wet,5.23,31.18,13.11,126.39,26.44,23.65,24.9,80.57,14.51,489.0,Immature Brown Loams
Dry,6.22,24.72,11.67,111.96,10.22,29.22,30.16,82.99,0.57,86.24,Non-Calcic Brown
Wet,4.94,34.59,9.92,77.97,16.69,17.22,17.84,80.17,22.8,221.25,Red Yellow Podzolic
Wet,5.28,37.7,14.21,125.17,8.58,20.86,22.68,87.39,13.46,420.23,Immature Brown Loams
Dry,6.7,48.88,14.8,167.01,35.89,31.41,33.1,82.84,2.67,94.35,Reddish Brown Earths
Dry,6.81,49.33,16.29,164.67,23.47,27.97,29.08,61.57,1.18,88.5,Reddish Brown Earths
Wet,4.96,47.95,9.85,96.42,24.66,20.84,22.53,79.43,10.99,373.1,Red Yellow Podzolic
Dry,6.49,39.95,18.8,125.44,33.3,27.57,28.54,58.9,0.04,125.19,Low Humic Gley
Wet,4.93,34.97,8.15,91.19,33.53,23.18,24.21,78.71,17.25,271.85,Red Yellow Podzolic
Wet,4.25,129.65,11.37,58.99,13.36,27.68,29.44,87.21,25.95,333.13,Bog and Half-Bog
Dry,7.67,42.69,23.63,331.51,61.09,29.53,30.36,62.71,2.45,48.58,Grumusols
Dry,8.56,13.37,10.63,348.09,56.1,31.17,31.85,40.16,0.71,86.13,Solonchaks
Wet,4.47,109.07,10.72,62.86,46.33,26.64,27.55,68.11,26.55,87.03,Bog and Half-Bog
Intermediate,6.15,52.15,13.45,149.41,50.76,25.21,26.31,42.37,6.96,513.98,Reddish Brown Latosolic
Dry,8.92,22.57,14.75,335.36,43.85,30.3,32.04,79.91,3.18,138.15,Solodized Solonetz
Wet,4.41,111.81,13.26,49.94,25.73,25.49,26.53,87.91,11.65,204.06,Bog and Half-Bog
Dry,6.49,14.18,10.24,81.33,50.57,31.9,33.03,47.85,3.51,27.44,Red Yellow Latosols
Dry,7.44,41.01,23.71,305.08,15.67,27.66,29.43,66.46,2.88,79.46,Grumusols
Dry,7.97,39.89,24.6,286.88,16.82,31.6,32.73,77.05,3.38,32.16,Grumusols
Intermediate,5.65,93.09,33.75,178.98,14.93,27.12,27.97,92.65,7.55,722.52,Alluvial Soils
Dry,6.3,23.63,9.0,78.04,14.72,32.8,33.77,47.28,4.44,144.58,Red Yellow Latosols
Dry,7.56,43.1,19.22,250.93,47.09,29.08,29.97,69.4,1.71,52.1,Grumusols
Dry,6.93,42.85,15.2,120.24,14.24,28.19,29.12,87.72,2.98,146.41,Low Humic Gley
Dry,6.75,59.78,16.58,155.44,57.45,29.66,31.29,44.26,4.67,89.57,Reddish Brown Earths
Dry/Wet,7.02,17.91,4.99,55.8,46.63,27.89,28.96,46.77,26.41,36.45,Regosols
Dry,6.96,61.75,19.96,161.44,68.22,31.89,33.52,88.06,4.52,144.22,Reddish Brown Earths
Intermediate,6.21,83.12,29.74,206.1,67.43,28.06,28.65,54.09,14.12,286.26,Alluvial Soils
Dry,8.47,24.94,15.55,430.34,68.89,33.75,35.31,65.18,3.07,25.46,Solodized Solonetz
Wet,5.71,47.24,17.09,131.29,33.8,22.97,24.54,58.76,22.7,201.51,Immature Brown Loams
Dry,6.21,21.4,9.55,98.56,28.31,30.83,32.36,49.59,4.28,86.6,Non-Calcic Brown
Wet,4.36,124.64,9.34,73.69,69.71,23.91,25.63,56.22,19.61,443.51,Bog and Half-Bog
Dry,7.84,19.21,14.57,377.41,28.79,30.32,32.23,46.59,4.88,56.17,Solodized Solonetz
Dry,6.51,58.34,17.6,136.58,38.25,32.22,33.88,55.37,0.62,148.24,Reddish Brown Earths
Dry,8.14,43.47,22.22,256.79,59.18,26.76,28.28,52.09,3.3,124.88,Grumusols
Dry,8.22,25.77,15.7,241.06,23.58,32.92,33.52,82.88,0.81,91.56,Calcic Red Yellow Latosols
Dry,8.32,44.07,22.58,336.57,36.89,28.55,29.53,69.75,0.19,15.21,Grumusols
Wet,4.79,39.12,9.18,98.06,54.71,25.01,25.75,60.63,23.23,163.22,Red Yellow Podzolic
Dry,6.78,45.67,14.72,124.52,22.16,27.36,29.36,80.18,0.99,48.94,Low Humic Gley
Wet,4.46,118.1,10.07,70.21,70.0,23.15,24.8,69.68,19.68,23.0,Bog and Half-Bog
Dry,6.12,24.06,6.8,103.27,55.49,30.21,31.35,49.47,1.66,98.76,Non-Calcic Brown
Wet,5.08,35.44,10.49,66.82,32.11,21.34,22.71,48.7,24.22,449.87,Red Yellow Podzolic
Wet,5.4,41.58,13.61,107.46,32.33,21.72,22.37,74.65,13.54,169.21,Immature Brown Loams
Dry,6.87,36.06,13.57,134.1,6.05,28.4,29.76,91.43,4.08,88.6,Low Humic Gley
Intermediate,6.06,50.05,15.33,140.02,7.06,23.63,25.3,76.75,5.2,214.49,Reddish Brown Latosolic
Dry,6.52,46.94,21.82,171.31,41.27,29.09,30.73,53.72,2.62,11.3,Reddish Brown Earths
Dry/Wet,7.17,11.96,6.06,50.35,55.25,30.01,31.42,50.39,17.01,321.02,Regosols
Wet,5.52,43.62,12.93,140.61,21.32,23.52,24.92,67.62,10.82,332.75,Immature Brown Loams
Dry,7.45,49.53,16.65,156.87,58.25,27.06,28.82,72.83,2.76,140.6,Reddish Brown Earths
Intermediate,6.24,34.79,12.7,140.64,20.29,25.46,26.54,69.96,10.62,512.26,Reddish Brown Latosolic
Wet,5.11,40.55,15.59,126.64,69.52,25.09,25.8,94.43,25.68,477.75,Immature Brown Loams
Dry,8.01,39.96,23.37,303.28,23.16,31.33,32.59,43.9,2.18,129.9,Grumusols
Wet,4.86,32.76,11.4,81.14,9.29,21.82,23.48,47.02,26.52,460.34,Red Yellow Podzolic
Wet,5.5,39.2,14.25,114.55,67.59,24.34,25.96,59.71,25.92,43.9,Immature Brown Loams
Dry,6.54,21.42,10.42,67.04,21.49,31.16,32.49,46.15,2.4,27.67,Red Yellow Latosols
Wet,5.11,39.17,8.76,83.07,57.57,19.91,20.66,63.12,12.16,186.01,Red Yellow Podzolic
Dry,6.62,21.15,12.51,78.0,61.94,30.23,31.35,50.61,2.05,128.68,Red Yellow Latosols
Dry,8.4,18.66,14.83,261.66,54.27,30.37,31.84,82.63,2.04,14.55,Solodized Solonetz
Dry,6.63,17.49,10.53,77.43,46.45,31.45,33.26,56.71,3.17,106.78,Red Yellow Latosols
Dry,7.93,26.53,16.98,278.49,60.54,28.19,30.02,53.91,0.48,113.09,Calcic Red Yellow Latosols
Wet,4.3,100.86,9.93,60.12,69.38,26.03,27.75,67.81,16.8,328.32,Bog and Half-Bog
Intermediate,6.65,89.25,24.77,206.02,36.55,29.67,30.38,56.76,9.12,388.88,Alluvial Soils
Wet,4.56,104.43,9.35,74.4,33.45,26.41,27.65,73.7,22.68,295.14,Bog and Half-Bog
Dry,6.5,34.54,16.96,135.01,52.13,29.14,30.18,75.49,3.95,39.34,Low Humic Gley
Intermediate,6.19,40.97,15.0,149.49,39.63,24.4,26.33,62.84,11.99,223.99,Reddish Brown Latosolic
Dry,5.85,20.14,7.21,100.82,69.32,31.52,32.64,50.01,4.86,106.07,Non-Calcic Brown
Dry,8.32,21.23,16.22,455.15,39.14,34.3,35.49,67.26,4.46,54.59,Solodized Solonetz
Dry/Wet,7.2,13.18,6.84,40.78,67.29,29.18,30.38,52.39,16.56,18.94,Regosols
Dry,7.87,35.11,18.48,234.27,12.92,30.97,31.59,64.37,4.27,20.92,Calcic Red Yellow Latosols
Dry,8.1,40.54,23.72,353.18,46.41,29.17,30.78,86.57,2.29,65.74,Grumusols
Dry,6.83,47.93,16.06,127.04,13.2,28.43,29.59,91.81,4.08,148.54,Low Humic Gley
Wet,4.95,35.26,8.02,72.22,68.21,23.56,24.38,83.49,23.44,76.7,Red Yellow Podzolic
Dry,6.24,29.31,8.02,96.93,66.43,31.44,31.96,71.21,3.53,70.36,Non-Calcic Brown
Dry,7.9,38.99,22.37,298.91,40.38,30.99,31.62,87.02,1.9,123.06,Grumusols
Dry,8.2,21.0,14.66,354.78,35.34,29.78,31.59,42.3,4.99,99.85,Solodized Solonetz
Wet,5.29,32.66,12.44,132.18,49.99,21.9,22.69,68.6,16.19,107.92,Immature Brown Loams
Intermediate,6.09,49.61,15.28,166.31,34.03,21.98,23.62,72.62,6.08,766.37,Reddish Brown Latosolic
Intermediate,6.0,86.72,30.68,207.56,43.63,25.7,27.61,60.3,5.1,232.39,Alluvial Soils
Wet,4.57,102.73,12.21,66.53,68.78,24.04,25.77,86.72,27.19,127.89,Bog and Half-Bog
Intermediate,5.87,44.31,16.37,147.91,50.8,24.2,24.81,62.16,8.23,301.48,Reddish Brown Latosolic
Dry,6.65,62.86,16.03,150.49,60.46,32.79,33.35,90.9,0.56,74.89,Reddish Brown Earths
Dry/Wet,7.35,13.74,8.22,46.24,58.52,31.75,33.42,73.06,16.68,18.3,Regosols
Dry,8.95,14.33,14.11,455.55,34.08,32.56,33.24,60.05,4.25,94.16,Solonchaks
Dry,8.63,14.29,5.88,435.6,16.96,31.09,32.12,57.77,3.38,107.05,Solonchaks
Wet,5.15,35.12,11.1,91.91,12.91,22.82,24.69,74.59,26.83,249.99,Red Yellow Podzolic
Dry,6.63,50.55,16.42,178.03,43.69,29.77,31.1,49.4,3.13,106.41,Reddish Brown Earths
Dry,8.83,8.97,10.86,426.82,57.37,31.65,32.21,77.77,4.41,45.64,Solonchaks
Wet,4.48,112.5,10.83,66.35,36.83,26.93,28.03,58.89,21.88,162.26,Bog and Half-Bog
Dry,5.81,25.08,10.29,131.98,49.28,28.17,29.85,82.07,2.82,29.47,Non-Calcic Brown
Dry,8.03,28.18,17.88,254.65,6.02,30.46,31.35,44.76,0.61,116.01,Calcic Red Yellow Latosols
Intermediate,6.29,47.75,13.96,119.37,44.37,25.5,27.26,50.38,14.0,619.72,Reddish Brown Latosolic
Dry,8.13,42.97,20.67,330.31,35.66,32.18,33.28,43.24,0.48,25.8,Grumusols
Dry,7.82,37.68,20.74,263.44,38.04,30.72,31.96,40.93,0.09,112.72,Grumusols
Dry,6.41,16.86,11.41,80.91,6.34,29.69,31.46,76.04,4.2,44.53,Red Yellow Latosols
Dry,8.58,11.35,12.45,424.32,66.73,28.08,29.97,91.04,0.89,11.99,Solonchaks
Dry,6.37,25.54,8.6,121.67,45.2,29.04,29.93,80.16,3.47,95.33,Non-Calcic Brown
Dry,7.49,39.89,23.86,289.17,59.01,29.05,31.01,72.69,4.64,117.56,Grumusols
Dry,7.92,34.42,23.67,315.5,64.49,29.4,30.98,88.32,3.79,143.47,Grumusols
Wet,5.59,39.57,15.91,109.22,17.94,22.42,23.13,68.77,13.78,198.97,Immature Brown Loams
Wet,5.08,32.19,9.28,82.24,51.14,21.09,22.22,92.51,11.76,428.75,Red Yellow Podzolic
Dry,6.21,29.04,10.11,102.27,36.6,31.06,32.46,75.33,3.69,104.64,Non-Calcic Brown
Dry,7.97,33.14,19.23,245.9,43.61,28.87,30.09,79.56,2.88,100.62,Calcic Red Yellow Latosols
Dry,6.58,45.39,17.46,115.16,59.55,28.01,28.65,60.01,1.76,103.74,Low Humic Gley
Dry/Wet,6.95,9.37,6.25,55.94,13.55,32.35,33.19,93.78,21.63,444.61,Regosols
Dry,6.5,15.21,12.25,72.4,27.09,31.97,33.4,51.26,0.55,148.2,Red Yellow Latosols
Dry,6.61,18.88,11.32,78.61,21.54,30.32,31.53,81.54,4.83,113.97,Red Yellow Latosols
Dry,7.79,27.51,19.09,249.61,54.45,30.03,30.99,51.12,3.0,106.21,Calcic Red Yellow Latosols
Dry,6.89,53.55,21.2,146.38,63.2,30.94,32.36,82.46,4.74,13.11,Reddish Brown Earths
Dry,7.24,51.12,18.06,157.49,48.35,31.45,32.05,64.98,2.05,52.26,Reddish Brown Earths
Wet,4.35,99.73,9.62,54.99,25.32,27.32,28.84,42.66,26.2,86.61,Bog and Half-Bog
Dry,8.05,47.17,20.49,270.14,26.33,31.47,32.13,61.29,4.69,124.81,Grumusols
Dry,8.14,21.94,14.51,383.13,64.92,29.92,30.47,51.9,4.97,32.09,Solodized Solonetz
Dry,5.8,21.72,7.93,123.19,44.71,30.28,30.79,62.22,4.84,28.4,Non-Calcic Brown
Dry,7.8,43.85,21.75,325.25,12.3,29.45,30.57,63.7,1.4,85.59,Grumusols
Intermediate,6.09,50.34,15.36,122.57,39.61,26.63,27.94,57.67,14.88,496.69,Reddish Brown Latosolic
Dry,8.32,24.55,15.97,345.51,11.86,30.65,31.25,63.51,1.05,137.02,Solodized Solonetz
Dry,5.97,22.58,10.3,93.73,27.33,30.54,31.37,45.54,1.14,45.09,Non-Calcic Brown
Dry,7.93,17.33,14.8,307.94,44.58,31.85,32.52,85.99,2.47,71.6,Solodized Solonetz
Dry,8.14,23.42,15.14,387.43,12.33,29.58,31.04,63.46,3.44,10.47,Solodized Solonetz
Wet,5.72,38.21,17.03,126.54,58.65,23.08,24.87,50.53,28.79,433.82,Immature Brown Loams
Wet,5.02,26.31,7.83,81.25,13.38,19.38,20.38,91.51,26.39,81.5,Red Yellow Podzolic
Dry,6.54,20.87,8.45,69.6,52.81,32.83,33.54,55.69,3.9,73.27,Red Yellow Latosols
Wet,4.52,102.29,12.16,65.35,27.48,25.59,26.14,94.84,22.82,249.07,Bog and Half-Bog
Dry,7.93,27.89,12.61,234.78,14.65,31.59,32.09,53.56,1.89,45.26,Calcic Red Yellow Latosols
Dry,7.8,34.04,19.72,293.65,23.99,27.48,28.11,54.5,2.89,117.48,Grumusols
Intermediate,6.34,82.42,30.39,199.35,49.66,27.47,28.38,79.94,7.54,616.74,Alluvial Soils
Wet,4.67,106.61,8.39,62.61,68.92,25.86,27.25,52.56,17.62,468.03,Bog and Half-Bog
Dry,7.84,17.71,14.03,350.74,37.53,34.25,35.31,64.98,2.66,88.45,Solodized Solonetz
Dry,5.84,26.9,11.07,103.89,34.77,29.95,30.85,73.31,4.37,132.98,Non-Calcic Brown
Intermediate,5.97,38.01,16.66,150.35,14.27,25.92,27.05,93.83,9.85,723.68,Reddish Brown Latosolic
Dry,6.76,20.45,7.8,67.91,66.6,31.46,31.99,59.63,3.68,144.69,Red Yellow Latosols
Intermediate,5.95,52.27,15.34,137.38,23.98,26.66,27.9,89.54,7.05,151.83,Reddish Brown Latosolic
Dry,6.57,17.28,11.32,63.09,20.34,32.04,33.92,59.99,2.4,117.17,Red Yellow Latosols
Dry,6.53,51.4,21.46,154.36,22.25,30.06,30.58,62.72,3.51,48.97,Reddish Brown Earths
Intermediate,6.73,87.52,28.84,187.45,30.61,25.06,25.56,69.39,12.78,307.45,Alluvial Soils
Wet,5.07,32.17,10.67,97.89,8.99,23.64,25.47,62.57,12.68,479.63,Red Yellow Podzolic
Dry,6.61,51.64,17.36,131.65,16.81,29.53,30.94,55.62,0.83,70.81,Reddish Brown Earths
Wet,5.16,30.49,12.04,85.38,56.93,23.29,24.54,40.98,15.63,306.02,Red Yellow Podzolic
Dry,7.11,50.67,16.3,171.7,63.62,29.31,30.51,56.22,1.14,26.45,Reddish Brown Earths
Dry,6.09,19.27,9.33,96.81,57.87,29.14,30.66,45.46,2.75,131.9,Non-Calcic Brown
Intermediate,6.03,76.16,29.29,203.98,59.24,28.73,29.37,72.86,14.0,654.43,Alluvial Soils
Wet,4.7,121.94,9.1,69.83,68.14,23.67,24.77,40.14,27.74,471.02,Bog and Half-Bog
Wet,4.67,33.65,7.69,90.53,62.47,23.31,24.91,77.36,13.31,273.02,Red Yellow Podzolic
Dry,6.6,42.07,15.29,125.26,61.66,27.91,29.09,65.25,1.98,84.19,Low Humic Gley
Dry,6.44,12.01,11.16,66.4,18.75,32.39,33.76,82.8,4.49,123.04,Red Yellow Latosols
Wet,4.49,99.54,9.35,65.39,27.23,24.65,26.62,55.32,18.27,219.57,Bog and Half-Bog
Wet,4.4,104.17,7.86,70.99,47.46,27.75,29.66,64.72,24.65,259.83,Bog and Half-Bog
Dry,6.42,15.9,9.86,68.76,63.53,29.79,31.19,83.92,1.8,136.64,Red Yellow Latosols
Wet,5.01,40.16,7.92,92.86,51.53,22.91,23.68,94.62,10.06,498.97,Red Yellow Podzolic
Wet,5.01,26.14,7.86,78.33,50.5,21.69,23.36,50.59,24.02,201.25,Red Yellow Podzolic
Dry,6.17,20.89,10.94,91.93,18.54,28.88,30.44,78.67,0.4,56.89,Non-Calcic Brown
Intermediate,5.95,41.04,14.48,161.36,58.35,25.65,27.52,82.36,11.56,659.13,Reddish Brown Latosolic
Dry,7.67,37.54,20.76,296.5,22.39,31.58,32.86,86.77,3.56,35.02,Grumusols
Wet,5.39,32.94,16.69,133.86,61.44,22.64,23.61,70.19,12.78,430.19,Immature Brown Loams
Wet,4.92,40.55,11.85,82.61,35.73,21.37,23.26,77.1,16.49,351.28,Red Yellow Podzolic
Dry,8.2,10.15,8.77,400.65,33.97,31.02,32.57,69.58,0.35,55.33,Solonchaks
Dry,8.46,18.6,14.51,408.13,56.62,32.18,33.22,86.95,2.92,82.8,Solodized Solonetz
Dry,7.87,30.21,21.85,228.54,26.62,28.76,30.17,84.15,2.11,78.75,Calcic Red Yellow Latosols
Intermediate,5.75,46.18,14.01,131.98,62.86,23.26,24.62,81.76,5.89,643.52,Reddish Brown Latosolic
Dry/Wet,7.11,13.49,5.35,48.1,34.53,32.81,33.86,51.8,21.61,311.0,Regosols
Intermediate,6.23,73.67,26.26,190.09,51.83,25.38,26.01,55.05,9.62,360.85,Alluvial Soils
Dry,8.18,32.04,21.95,211.85,18.28,28.77,29.33,53.24,2.57,62.27,Calcic Red Yellow Latosols
Intermediate,5.87,43.7,18.34,136.96,20.23,22.99,23.67,73.08,5.6,256.35,Reddish Brown Latosolic
Wet,4.78,121.09,9.88,62.75,68.37,27.16,29.0,87.08,20.57,26.79,Bog and Half-Bog
Dry/Wet,7.31,8.5,7.61,46.02,45.22,31.56,33.04,94.47,22.44,425.26,Regosols
Dry,5.96,24.34,11.81,114.44,36.69,28.79,29.92,80.44,1.82,31.41,Non-Calcic Brown
Dry,7.53,39.35,21.41,330.24,66.14,29.31,30.96,90.68,4.15,119.46,Grumusols
Dry,7.82,25.67,18.06,192.92,65.29,30.76,31.69,56.86,1.28,17.58,Calcic Red Yellow Latosols
Intermediate,6.09,46.6,16.91,149.2,44.69,27.24,27.96,88.59,13.92,581.38,Reddish Brown Latosolic
Dry/Wet,7.71,18.04,6.93,44.81,34.4,28.24,29.31,75.22,23.58,251.4,Regosols
Intermediate,6.11,92.93,30.07,193.11,34.42,27.15,29.12,47.39,7.98,93.47,Alluvial Soils
Dry,7.71,33.57,23.82,369.41,31.45,30.56,32.52,41.57,3.79,29.41,Grumusols
Dry,8.53,16.09,11.86,407.77,22.75,29.15,30.98,81.96,3.56,124.19,Solonchaks
Wet,5.47,35.04,10.17,85.08,9.32,20.09,21.91,89.53,20.95,346.9,Red Yellow Podzolic
Intermediate,6.02,73.48,28.6,225.61,34.29,27.08,29.08,73.89,8.42,584.38,Alluvial Soils
Wet,4.68,108.76,12.76,53.06,24.58,27.27,27.97,76.94,20.24,131.02,Bog and Half-Bog
Intermediate,6.18,40.04,13.36,128.49,13.67,22.94,24.15,48.36,5.21,702.29,Reddish Brown Latosolic
Wet,4.97,37.24,10.73,82.8,23.87,20.89,22.4,76.91,16.67,485.18,Red Yellow Podzolic
Dry,7.03,41.66,16.68,121.76,61.99,30.6,31.95,41.9,0.9,143.01,Low Humic Gley
Dry/Wet,7.66,9.68,7.86,40.61,33.2,30.3,31.6,81.81,24.38,268.77,Regosols
Wet,5.45,42.13,14.46,122.5,19.31,24.34,25.15,45.19,17.73,81.36,Immature Brown Loams
Dry,6.87,49.26,16.11,130.08,22.87,27.23,28.74,80.28,2.51,109.61,Low Humic Gley
Wet,4.89,25.21,7.36,78.01,59.0,22.92,23.9,51.0,24.84,134.6,Red Yellow Podzolic
Dry,8.63,12.15,8.06,397.2,59.78,31.08,32.8,72.27,4.02,110.25,Solonchaks
Wet,5.15,41.69,15.21,96.38,35.14,26.58,27.81,79.8,27.26,226.4,Immature Brown Loams
Dry,8.96,15.94,10.8,373.33,60.07,31.53,32.64,52.54,3.65,120.17,Solonchaks
Dry,7.89,28.46,18.37,176.29,25.91,30.27,31.36,52.87,1.89,118.96,Calcic Red Yellow Latosols
Wet,5.01,33.79,9.83,84.19,54.65,19.5,21.15,65.41,19.31,202.34,Red Yellow Podzolic
Dry,7.26,53.99,17.51,103.54,45.27,27.42,28.49,64.57,2.91,12.4,Low Humic Gley
Intermediate,6.64,79.33,27.22,196.21,44.05,30.42,31.04,65.47,14.42,360.62,Alluvial Soils
Dry,8.7,10.85,8.64,413.04,30.08,29.56,30.92,61.0,2.24,84.76,Solonchaks
Intermediate,6.52,83.57,35.55,211.33,54.42,26.53,28.49,42.56,6.96,315.77,Alluvial Soils
Dry,8.38,18.88,15.35,416.82,34.9,29.6,30.82,73.63,1.88,97.59,Solodized Solonetz
Dry,8.18,21.9,14.04,415.58,66.02,30.18,31.9,40.02,1.28,36.21,Solodized Solonetz
Dry,6.2,26.16,10.96,106.25,20.91,28.17,29.68,91.54,2.95,78.8,Non-Calcic Brown
Wet,5.05,36.68,10.7,73.6,60.08,20.43,21.39,53.45,15.61,290.72,Red Yellow Podzolic
Wet,5.17,35.12,8.74,89.8,14.16,20.98,21.63,59.07,10.43,194.6,Red Yellow Podzolic
Dry,6.34,45.0,13.77,126.68,34.83,30.76,31.68,40.95,3.3,28.56,Low Humic Gley
Dry,6.14,23.4,8.38,102.39,67.74,29.86,31.84,45.83,4.01,15.3,Non-Calcic Brown
Wet,5.47,42.58,11.34,119.88,31.97,22.69,23.21,76.32,15.25,128.67,Immature Brown Loams
Intermediate,6.2,48.68,13.26,137.27,51.07,24.55,25.98,64.3,10.97,57.9,Reddish Brown Latosolic
Dry,8.05,44.2,18.02,363.0,34.79,28.86,29.45,84.82,3.2,41.06,Grumusols
Dry,7.51,38.16,24.29,257.52,57.28,30.48,31.42,41.5,4.8,37.92,Grumusols
Dry,6.3,45.3,15.85,113.02,50.88,29.52,31.08,85.0,0.38,127.29,Low Humic Gley
Wet,5.11,42.88,12.19,74.0,51.96,20.94,22.49,91.75,28.03,484.11,Red Yellow Podzolic
Wet,5.07,35.64,9.42,93.18,54.85,26.57,27.17,62.54,10.07,97.61,Red Yellow Podzolic
Wet,4.24,112.28,9.45,62.78,10.29,26.71,27.82,82.73,14.86,115.8,Bog and Half-Bog
Wet,4.83,38.43,9.79,85.18,40.59,19.08,20.83,57.75,20.35,161.58,Red Yellow Podzolic
Dry,6.59,28.0,10.69,61.44,10.69,32.85,34.01,47.84,0.39,75.66,Red Yellow Latosols
Dry,7.88,19.58,17.12,368.12,8.69,31.6,32.37,62.45,0.08,105.53,Solodized Solonetz
Intermediate,5.83,41.35,15.41,145.29,39.36,23.27,24.77,86.79,11.94,356.26,Reddish Brown Latosolic
Dry,6.88,60.9,20.41,145.78,11.95,30.51,31.03,77.95,3.87,112.18,Reddish Brown Earths
Dry,6.62,44.01,10.59,123.34,37.79,26.44,28.34,42.28,3.11,85.62,Low Humic Gley
Wet,5.53,35.75,12.78,128.04,9.91,22.55,24.51,83.95,20.53,325.06,Immature Brown Loams
Dry,7.76,37.67,17.86,237.62,24.1,31.31,32.67,76.2,1.69,103.65,Calcic Red Yellow Latosols
Dry,7.65,34.81,24.54,306.59,20.5,31.89,32.89,50.2,1.88,77.81,Grumusols
Intermediate,6.5,61.72,31.41,203.35,31.25,31.64,32.2,57.81,8.87,765.42,Alluvial Soils
Dry,8.86,14.06,10.96,535.2,13.15,32.65,33.74,70.76,4.91,56.21,Solonchaks
Dry/Wet,6.86,14.16,8.66,49.88,6.25,32.72,33.29,89.65,21.21,152.34,Regosols
Dry,6.28,24.45,6.67,68.22,66.05,32.03,33.38,65.9,3.26,11.42,Red Yellow Latosols
Dry,8.03,34.35,16.39,271.45,47.01,31.35,32.04,55.35,0.8,36.81,Calcic Red Yellow Latosols
Dry,7.4,38.04,18.81,303.48,10.45,30.01,31.81,93.04,4.48,82.29,Grumusols
Dry,8.12,15.17,15.37,383.37,67.08,30.76,31.34,60.23,2.52,78.76,Solodized Solonetz
Dry,7.65,37.63,19.93,273.19,15.36,27.76,29.64,79.11,4.67,140.46,Grumusols
Dry,6.96,36.93,13.02,134.49,31.12,30.64,31.27,93.83,1.94,80.4,Low Humic Gley
Dry,8.32,10.55,5.73,540.13,60.31,30.06,31.0,68.38,1.59,136.67,Solonchaks
Dry,8.47,13.83,7.99,463.82,66.41,33.49,34.14,40.68,2.91,18.02,Solonchaks
Dry,6.91,52.49,16.58,162.59,46.74,29.29,30.39,57.66,4.31,22.36,Reddish Brown Earths
Dry,6.11,24.53,7.89,105.73,56.38,29.73,31.43,44.02,3.6,75.34,Non-Calcic Brown
Dry,7.82,26.31,16.95,186.38,61.27,32.07,33.02,75.93,1.95,80.77,Calcic Red Yellow Latosols
Dry,8.65,9.96,9.05,432.95,48.15,33.13,34.85,93.23,3.84,51.88,Solonchaks
Dry,6.61,66.3,18.59,187.28,29.55,30.88,32.76,48.25,3.88,96.18,Reddish Brown Earths
Wet,4.95,103.11,11.13,76.66,25.18,25.94,27.4,48.62,17.63,379.19,Bog and Half-Bog
Wet,5.44,46.37,13.93,121.05,5.54,22.61,23.4,62.21,22.05,398.67,Immature Brown Loams
Wet,5.05,28.81,12.47,75.05,27.03,23.9,25.88,44.1,25.8,122.49,Red Yellow Podzolic
Dry,8.37,10.51,11.18,498.81,23.61,32.23,33.56,84.33,0.28,64.49,Solonchaks
Wet,4.96,33.35,9.91,72.82,44.19,22.25,23.67,83.59,11.33,93.96,Red Yellow Podzolic
Dry,6.11,22.44,5.72,106.4,67.23,30.43,32.25,41.26,0.51,41.06,Non-Calcic Brown
Dry/Wet,7.36,11.98,6.29,45.51,48.19,34.09,34.92,92.16,11.28,286.0,Regosols
Dry,8.43,13.28,10.0,509.47,44.62,33.33,34.89,41.38,4.0,18.46,Solonchaks
Dry,7.1,47.14,12.88,134.53,35.31,29.07,30.86,73.66,0.03,143.64,Low Humic Gley
Dry,6.67,44.95,16.85,136.13,51.19,26.69,28.37,90.18,2.69,121.79,Low Humic Gley
Wet,4.41,116.25,9.51,63.89,66.4,26.54,27.87,85.85,12.43,231.81,Bog and Half-Bog
Dry,6.96,45.3,15.68,122.38,8.5,25.95,27.79,81.34,3.23,16.02,Low Humic Gley
Dry,6.71,45.13,16.32,157.12,67.05,31.15,32.05,41.58,4.95,46.45,Reddish Brown Earths
Wet,5.5,28.48,14.77,140.54,20.85,20.81,22.11,47.5,19.38,393.89,Immature Brown Loams
Intermediate,5.78,78.0,35.59,203.49,19.42,28.76,30.68,89.03,7.38,669.94,Alluvial Soils
Intermediate,6.08,39.21,14.13,129.5,62.49,24.34,26.33,58.17,13.1,160.57,Reddish Brown Latosolic
Dry,7.44,36.01,18.65,273.8,8.23,30.87,31.58,83.76,2.84,28.5,Grumusols
Dry,5.98,21.82,11.27,112.13,8.52,30.35,31.13,86.98,0.56,27.92,Non-Calcic Brown
Wet,4.34,132.25,8.76,62.27,67.43,25.48,27.12,50.28,22.22,476.31,Bog and Half-Bog
Dry/Wet,7.03,13.53,5.3,56.05,60.05,28.51,29.1,44.4,17.77,165.25,Regosols
Dry,6.66,22.79,8.31,85.15,17.54,32.34,33.93,48.88,1.37,83.61,Red Yellow Latosols
Dry,8.53,10.36,11.03,418.51,43.48,30.32,31.09,78.41,2.75,107.51,Solonchaks
Wet,4.45,110.57,9.08,66.44,61.89,26.04,26.85,94.97,20.54,384.29,Bog and Half-Bog
